X,Y,Z,U_exact,U_approx
-0.9583333333333334,0.20833333333333331,0.0,0.0726839,0.0726838
-0.9583333333333334,0.21875,0.0,0.0711737,0.0711736
-0.9583333333333334,0.22916666666666666,0.0,0.0697282,0.069728
-0.9583333333333334,0.23958333333333331,0.0,0.0683431,0.068343
-0.9583333333333334,0.25,0.0,0.0670146,0.0670144
-0.9583333333333334,0.26041666666666663,0.0,0.0657391,0.0657389
-0.9583333333333334,0.2708333333333333,0.0,0.0645133,0.0645132
-0.9583333333333334,0.28125,0.0,0.0633343,0.0633342
-0.9583333333333334,0.29166666666666663,0.0,0.0621993,0.0621992
-0.9583333333333334,0.3020833333333333,0.0,0.0611058,0.0611058
-0.9583333333333334,0.3125,0.0,0.0600514,0.0600514
-0.9583333333333334,0.32291666666666663,0.0,0.0590339,0.0590341
-0.9583333333333334,0.3333333333333333,0.0,0.0580514,0.0580517
-0.9583333333333334,0.34375,0.0,0.0571019,0.0571025
-0.9583333333333334,0.35416666666666663,0.0,0.0561838,0.0561847
-0.9583333333333334,0.3645833333333333,0.0,0.0552954,0.0552966
-0.9583333333333334,0.375,0.0,0.0544352,0.0544369
-0.9583333333333334,0.38541666666666663,0.0,0.0536018,0.053604
-0.9583333333333334,0.3958333333333333,0.0,0.0527939,0.0527967
-0.9583333333333334,0.40625,0.0,0.0520102,0.0520138
-0.9583333333333334,0.41666666666666663,0.0,0.0512495,0.0512541
-0.9583333333333334,0.4270833333333333,0.0,0.0505109,0.0505165
-0.9583333333333334,0.4375,0.0,0.0497931,0.0498001
-0.9583333333333334,0.44791666666666663,0.0,0.0490953,0.0491039
-0.9583333333333334,0.4583333333333333,0.0,0.0484166,0.0484269
-0.9583333333333334,0.46875,0.0,0.047756,0.0477683
-0.9583333333333334,0.47916666666666663,0.0,0.0471128,0.0471275
-0.9583333333333334,0.4895833333333333,0.0,0.0464862,0.0465035
-0.9583333333333334,0.5,0.0,0.0458754,0.0458957
-0.9166666666666666,0.0,0.0,0.258819,0.258819
-0.9166666666666666,0.010416666666666666,0.0,0.248467,0.248467
-0.9166666666666666,0.020833333333333332,0.0,0.239003,0.239004
-0.9166666666666666,0.03125,0.0,0.230311,0.230311
-0.9166666666666666,0.041666666666666664,0.0,0.222292,0.222292
-0.9166666666666666,0.05208333333333333,0.0,0.214866,0.214866
-0.9166666666666666,0.0625,0.0,0.207966,0.207967
-0.9166666666666666,0.07291666666666666,0.0,0.201535,0.201535
-0.9166666666666666,0.08333333333333333,0.0,0.195523,0.195523
-0.9166666666666666,0.09375,0.0,0.189888,0.189888
-0.9166666666666666,0.10416666666666666,0.0,0.184594,0.184595
-0.9166666666666666,0.11458333333333333,0.0,0.17961,0.17961
-0.9166666666666666,0.125,0.0,0.174907,0.174907
-0.9166666666666666,0.13541666666666666,0.0,0.170461,0.170461
-0.9166666666666666,0.14583333333333331,0.0,0.16625,0.16625
-0.9166666666666666,0.15625,0.0,0.162256,0.162256
-0.9166666666666666,0.16666666666666666,0.0,0.158461,0.158461
-0.9166666666666666,0.17708333333333331,0.0,0.15485,0.15485
-0.9166666666666666,0.1875,0.0,0.151409,0.151409
-0.9166666666666666,0.19791666666666666,0.0,0.148127,0.148127
-0.9166666666666666,0.20833333333333331,0.0,0.144991,0.144991
-0.9166666666666666,0.21875,0.0,0.141992,0.141992
-0.9166666666666666,0.22916666666666666,0.0,0.139121,0.13912
-0.9166666666666666,0.23958333333333331,0.0,0.136369,0.136368
-0.9166666666666666,0.25,0.0,0.133728,0.133728
-0.9166666666666666,0.26041666666666663,0.0,0.131192,0.131192
-0.9166666666666666,0.2708333333333333,0.0,0.128755,0.128754
-0.9166666666666666,0.28125,0.0,0.12641,0.126409
-0.9166666666666666,0.29166666666666663,0.0,0.124152,0.124152
-0.9166666666666666,0.3020833333333333,0.0,0.121976,0.121976
-0.9166666666666666,0.3125,0.0,0.119878,0.119877
-0.9166666666666666,0.32291666666666663,0.0,0.117852,0.117852
-0.9166666666666666,0.3333333333333333,0.0,0.115897,0.115896
-0.9166666666666666,0.34375,0.0,0.114006,0.114006
-0.9166666666666666,0.35416666666666663,0.0,0.112178,0.112178
-0.9166666666666666,0.3645833333333333,0.0,0.110409,0.110409
-0.9166666666666666,0.375,0.0,0.108696,0.108697
-0.9166666666666666,0.38541666666666663,0.0,0.107036,0.107037
-0.9166666666666666,0.3958333333333333,0.0,0.105426,0.105429
-0.9166666666666666,0.40625,0.0,0.103865,0.103868
-0.9166666666666666,0.41666666666666663,0.0,0.10235,0.102354
-0.9166666666666666,0.4270833333333333,0.0,0.100878,0.100884
-0.9166666666666666,0.4375,0.0,0.0994481,0.0994553
-0.9166666666666666,0.44791666666666663,0.0,0.098058,0.098067
-0.9166666666666666,0.4583333333333333,0.0,0.0967059,0.096717
-0.9166666666666666,0.46875,0.0,0.0953901,0.0954036
-0.9166666666666666,0.47916666666666663,0.0,0.0941089,0.0941253
-0.9166666666666666,0.4895833333333333,0.0,0.0928609,0.0928806
-0.9166666666666666,0.5,0.0,0.0916446,0.0916681
-0.875,0.0,0.0,0.382683,0.382683
-0.875,0.010416666666666666,0.0,0.367844,0.367844
-0.875,0.020833333333333332,0.0,0.354219,0.35422
-0.875,0.03125,0.0,0.341658,0.341658
-0.875,0.041666666666666664,0.0,0.330033,0.330034
-0.875,0.05208333333333333,0.0,0.319239,0.31924
-0.875,0.0625,0.0,0.309185,0.309185
-0.875,0.07291666666666666,0.0,0.299793,0.299794
-0.875,0.08333333333333333,0.0,0.290998,0.290998
-0.875,0.09375,0.0,0.282741,0.282741
-0.875,0.10416666666666666,0.0,0.274971,0.274972
-0.875,0.11458333333333333,0.0,0.267646,0.267646
-0.875,0.125,0.0,0.260726,0.260726
-0.875,0.13541666666666666,0.0,0.254177,0.254177
-0.875,0.14583333333333331,0.0,0.247968,0.247969
-0.875,0.15625,0.0,0.242073,0.242074
-0.875,0.16666666666666666,0.0,0.236468,0.236468
-0.875,0.17708333333333331,0.0,0.23113,0.23113
-0.875,0.1875,0.0,0.22604,0.22604
-0.875,0.19791666666666666,0.0,0.221181,0.221181
-0.875,0.20833333333333331,0.0,0.216536,0.216536
-0.875,0.21875,0.0,0.212092,0.212091
-0.875,0.22916666666666666,0.0,0.207834,0.207834
-0.875,0.23958333333333331,0.0,0.203751,0.20375
-0.875,0.25,0.0,0.199832,0.199831
-0.875,0.26041666666666663,0.0,0.196067,0.196066
-0.875,0.2708333333333333,0.0,0.192446,0.192445
-0.875,0.28125,0.0,0.188961,0.18896
-0.875,0.29166666666666663,0.0,0.185604,0.185603
-0.875,0.3020833333333333,0.0,0.182369,0.182368
-0.875,0.3125,0.0,0.179247,0.179246
-0.875,0.32291666666666663,0.0,0.176234,0.176232
